country,year,Party,CoreT3,CorepvalT3,FCoreT3,FCorepvalT3,CoreWT3,CorepvalWT3,FCoreWT3,FCorepvalWT3,CWinT3,CwinpvalT3,FCWinT3,FCwinpvalT3,CWinWT3,CwinpvalWT3,FCWinWT3,FCwinpvalWT3
AUS,1996,Green,0,0.0015625,0,0.999999999999964,0,0.0015625,0,0.999999999999964,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2008,SPO,1,0.99814453125,1,3.99582737217468e-14,1,0.99814453125,1,3.99582737217468e-14,0,0.0015625,0,0.99999999999999,0,0.0015625,0,0.99999999999999
AUT,2008,OVP,1,0.99814453125,1,9.65540638026108e-15,1,0.99814453125,1,9.65540638026108e-15,0,0.0015625,0,0.99999999999996,0,0.0015625,0,0.99999999999996
AUT,2008,FPO,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2008,BZO,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2008,Green,0,0.0015625,0,0.999999999999999,0,0.0015625,0,0.999999999999999,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2008,LIF,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2008,LD,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2013,SPO,1,0.99814453125,1,4.69120639514161e-20,1,0.99814453125,1,4.69120639514161e-20,0,0.0015625,0,0.999999979247088,0,0.0015625,0,0.999999979247088
AUT,2013,OVP,1,0.99814453125,1,2.0752911946471e-08,1,0.99814453125,1,2.0752911946471e-08,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2013,FPO,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2013,Green,1,0.99814453125,1,0.0357816210587307,1,0.99814453125,1,0.0357816210587307,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2013,BZO,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2013,NEOS,1,0.93134765625,0,0.278554905141826,1,0.93134765625,0,0.278554905141826,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2013,Stronach,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2017,OVP,1,0.99814453125,1,1.18784711715241e-15,1,0.99814453125,1,1.18784711715241e-15,1,0.99814453125,1,0.00787617386833583,1,0.99814453125,1,0.00787617386833583
AUT,2017,SPO,0,0.0109375,0,0.992123826131664,0,0.0109375,0,0.992123826131664,0,0.0015625,0,0.999999999999999,0,0.0015625,0,0.999999999999999
AUT,2017,FPO,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2017,NEOS,0,0.0015625,0,0.999999934958678,0,0.0015625,0,0.999999934958678,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2017,PILZ,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
AUT,2017,Green,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BELF,2003,VLD,1,0.99814453125,1,1.39701205202853e-05,1,0.99814453125,1,1.39701205202853e-05,0,0.0015625,0,1,0,0.0015625,0,1
BELF,2003,SP,1,0.99814453125,1,2.95192763557112e-27,1,0.99814453125,1,2.95192763557112e-27,0,0.0015625,0,0.99998602987948,0,0.0015625,0,0.99998602987948
BELF,2003,CDV,1,0.99814453125,1,0.00205304248435004,1,0.99814453125,1,0.00205304248435004,0,0.0015625,0,1,0,0.0015625,0,1
BELF,2003,VB,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BELF,2003,NVA,0,0.0015625,0,0.999999999999932,0,0.0015625,0,0.999999999999932,0,0.0015625,0,1,0,0.0015625,0,1
BELF,1999,VLD,1,0.99814453125,1,1.4151064883697e-13,1,0.99814453125,1,1.4151064883697e-13,0,0.0015625,0,1,0,0.0015625,0,1
BELF,1999,CDV,1,0.99814453125,1,1.53346400102047e-10,1,0.99814453125,1,1.53346400102047e-10,0,0.0015625,0,1,0,0.0015625,0,1
BELF,1999,SP,1,0.99814453125,0,0.06584061840552,1,0.99814453125,0,0.06584061840552,0,0.0015625,0,1,0,0.0015625,0,1
BELF,1999,VB,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BELF,1999,Green,1,0.99814453125,1,4.37460231273193e-19,1,0.99814453125,1,4.37460231273193e-19,0,0.0015625,0,0.999999999999858,0,0.0015625,0,0.999999999999858
BELF,1999,NVA,1,0.99814453125,1,1.65960300107694e-08,1,0.99814453125,1,1.65960300107694e-08,0,0.0015625,0,1,0,0.0015625,0,1
BELW,2003,PS,1,0.99814453125,1,5.1308126139587e-26,1,0.99814453125,1,5.1308126139587e-26,0,0.0015625,0,0.999984250922593,0,0.0015625,0,0.999984250922593
BELW,2003,MR,1,0.99814453125,1,1.57490774071954e-05,1,0.99814453125,1,1.57490774071954e-05,0,0.0015625,0,1,0,0.0015625,0,1
BELW,2003,CDH,1,0.99814453125,1,0.0251528381262772,1,0.99814453125,1,0.0251528381262772,0,0.0015625,0,1,0,0.0015625,0,1
BELW,2003,Green,0,0.0015625,0,0.99992245612045,0,0.0015625,0,0.99992245612045,0,0.0015625,0,1,0,0.0015625,0,1
BELW,1999,PS,1,0.58623046875,0,0.469377497322748,1,0.58623046875,0,0.469377497322748,0,0.0015625,0,1,0,0.0015625,0,1
BELW,1999,MR,1,0.99814453125,1,0.000490203279442018,1,0.99814453125,1,0.000490203279442018,0,0.0015625,0,1,0,0.0015625,0,1
BELW,1999,Green,1,0.99814453125,1,2.97759294034384e-35,1,0.99814453125,1,2.97759294034384e-35,0,0.0015625,0,0.999509796720558,0,0.0015625,0,0.999509796720558
BELW,1999,PSC,0,0.0015625,0,0.999987296476178,0,0.0015625,0,0.999987296476178,0,0.0015625,0,1,0,0.0015625,0,1
BELW,1999,FN,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2001,NDST,1,0.99814453125,1,7.67272660744688e-143,1,0.99814453125,1,7.67272660744688e-143,1,0.99814453125,1,1.30062901725645e-38,1,0.99814453125,1,1.30062901725645e-38
BGR,2001,UDF,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2001,BSP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2001,MRF,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2001,MG,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2001,EL,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2001,VMRO,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2014,GERB,1,0.99814453125,1,1.27392862756217e-29,1,0.99814453125,1,1.27392862756217e-29,0,0.0015625,0,0.999988406120548,0,0.0015625,0,0.999988406120548
BGR,2014,BSP,1,0.07041015625,0,0.969043606729782,1,0.07041015625,0,0.969043606729782,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2014,MRF,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2014,RB,1,0.99814453125,1,1.15938794519457e-05,1,0.99814453125,1,1.15938794519457e-05,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2014,PF,1,0.10009765625,0,0.909821198093925,1,0.10009765625,0,0.909821198093925,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2014,BBZ,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2014,Attack,0,0.0015625,0,0.999999999999002,0,0.0015625,0,0.999999999999002,0,0.0015625,0,1,0,0.0015625,0,1
BGR,2014,ABV,1,0.81630859375,0,0.279721750437481,1,0.81630859375,0,0.279721750437481,0,0.0015625,0,1,0,0.0015625,0,1
BLR,2001,AP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2001,LDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2001,BSDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2001,UCP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2001,CPB,1,0.99814453125,1,3.04616493082974e-25,1,0.99814453125,1,3.04616493082974e-25,0,0.0015625,0,0.999999994894334,0,0.0015625,0,0.999999994894334
BLR,2001,BPF,1,0.99814453125,1,5.10566616141157e-09,1,0.99814453125,1,5.10566616141157e-09,0,0.0015625,0,1,0,0.0015625,0,1
BLR,2008,BPF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2008,UCP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2008,BSDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2008,LDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2008,CPB,1,0.99814453125,1,2.42320745387191e-32,1,0.99814453125,1,2.42320745387191e-32,0,0.0015625,0,1,0,0.0015625,0,1
BLR,2008,BNF,1,0.99814453125,1,2.94312712360185e-12,1,0.99814453125,1,2.94312712360185e-12,0,0.0015625,0,1,0,0.0015625,0,1
BLR,2008,BLP,1,0.99814453125,1,1.76367811088235e-24,1,0.99814453125,1,1.76367811088235e-24,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2002,PT,1,0.99814453125,1,1.40999547589474e-76,1,0.99814453125,1,4.62654871183979e-57,1,0.99814453125,1,5.21866445571109e-05,1,0.99814453125,1,0.000137903747315199
BRA,2002,PSDB,0,0.0015625,0,1,0,0.0015625,0,0.999999999999519,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2002,DEM,0,0.0015625,0,1,0,0.0015625,0,0.999999999999961,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2002,PMDB,0,0.0015625,0,0.999947813355443,0,0.0015625,0,0.999862096252685,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2002,PDT,0,0.0015625,0,1,0,0.0015625,0,0.999999999999519,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2002,PTB,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2006,PMDB,1,0.99814453125,1,0.00357931754072742,1,0.99814453125,1,0.00357931754072742,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2006,PT,1,0.99814453125,1,3.62756165981397e-64,1,0.99814453125,1,3.62756165981397e-64,0,0.0140625,0,0.996420682459273,0,0.0140625,0,0.996420682459273
BRA,2006,PSDB,1,0.99814453125,1,0.0225170955680981,1,0.99814453125,1,0.0225170955680981,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2006,PFL,1,0.41923828125,0,0.621331043742223,1,0.41923828125,0,0.621331043742223,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2006,PDT,1,0.99814453125,0,0.0765374038715825,1,0.99814453125,0,0.0765374038715825,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2006,PTB,1,0.44521484375,0,0.596416679323378,1,0.44521484375,0,0.596416679323378,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2010,DEM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2010,PT,1,0.99814453125,1,6.5435444876409e-93,1,0.99814453125,1,6.5435444876409e-93,1,0.99814453125,1,0.00167767366605263,1,0.99814453125,1,0.00167767366605263
BRA,2010,PMDB,0,0.0015625,0,0.99932521627412,0,0.0015625,0,0.99932521627412,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2010,PSDB,0,0.0015625,0,0.998322326333947,0,0.0015625,0,0.998322326333947,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2010,PDT,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2010,PTB,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2014,PSB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2014,PSD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2014,PR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2014,DEM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2014,PT,1,0.99814453125,1,9.92888886945665e-68,1,0.99814453125,1,2.64289684006704e-66,0,0.0015625,0,0.999999999998715,0,0.0015625,0,0.999999999979388
BRA,2014,PSDB,1,0.99814453125,1,3.17906491847913e-11,1,0.99814453125,1,3.29633049606057e-09,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2014,PMDB,1,0.99814453125,1,1.28495294299118e-12,1,0.99814453125,1,2.06114665650145e-11,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2018,PSL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2018,PSD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2018,PP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2018,PMDB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2018,PSB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2018,PR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2018,PRB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,2018,PT,1,0.99814453125,1,5.24349977639971e-29,1,0.99814453125,1,5.24349977639971e-29,0,0.0015625,0,1,0,0.0015625,0,1
BRA,2018,PSDB,1,0.99814453125,1,5.59198063528353e-40,1,0.99814453125,1,5.59198063528353e-40,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2004,LP,1,0.99814453125,1,3.14077512413208e-36,1,0.99814453125,1,3.61167626124567e-30,1,0.72353515625,0,0.540339989186326,1,0.64931640625,0,0.597213017810249
CAN,2004,CPC,1,0.60478515625,0,0.459660010813674,1,0.66416015625,0,0.402786982189751,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2004,NDP,1,0.16318359375,0,0.850691683136371,1,0.15947265625,0,0.85818405703954,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2004,BQ,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2008,CPC,1,0.99814453125,1,7.79070292210318e-14,1,0.99814453125,1,9.4963196226983e-13,0,0.0015625,0,0.999999984511927,0,0.0015625,0,0.999998131862236
CAN,2008,LP,1,0.99814453125,1,1.54880729188113e-08,1,0.99814453125,1,1.86813776405625e-06,0,0.0015625,0,0.999999999999922,0,0.0015625,0,0.99999999999905
CAN,2008,NDP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2008,BQ,1,0.80888671875,0,0.462227907712757,1,0.66787109375,0,0.584018581507897,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2008,Green,0,0.0015625,0,0.99999863362921,0,0.0015625,0,0.999996656381067,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2011,BQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CAN,2011,CPC,1,0.99814453125,1,3.19404644844428e-19,1,0.99814453125,1,1.00934129397412e-23,0,0.0015625,0,1,0,0.0015625,0,0.999999897711369
CAN,2011,NDP,1,0.99814453125,1,1.65852203707975e-19,1,0.99814453125,1,2.79156824842618e-06,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2011,LP,1,0.99814453125,1,1.84908130919637e-17,1,0.99814453125,1,1.02288630940217e-07,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2011,Green,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2015,BQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CAN,2015,LP,1,0.99814453125,1,3.55701523784916e-87,1,0.99814453125,1,3.68424456132652e-49,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2015,CPC,1,0.99814453125,0,0.0778034067337954,1,0.99814453125,1,0.00129661011238101,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2015,NDP,1,0.99814453125,1,1.70750975484609e-24,1,0.99814453125,1,9.27723945555025e-20,0,0.0015625,0,1,0,0.0015625,0,1
CAN,2015,Green,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CAN,1997,LP,1,0.99814453125,1,5.27080265080555e-102,1,0.99814453125,1,2.77704684092442e-77,1,0.99814453125,1,0.00316891174838133,1,0.99814453125,1,0.00110585329780678
CAN,1997,RP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CAN,1997,CPC,0,0.0015625,0,0.996831088251619,0,0.0015625,0,0.998894146702193,0,0.0015625,0,1,0,0.0015625,0,1
CAN,1997,NDP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CAN,1997,BQ,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2003,SVP,0,0.0015625,0,0.999995966478015,0,0.0015625,0,0.999967821511549,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2003,SP,1,0.99814453125,1,1.00692397251969e-05,1,0.99814453125,1,2.84143090417417e-06,0,0.0015625,0,0.999955578074866,0,0.0015625,0,0.999857209055401
CHE,2003,FDP,1,0.99814453125,1,0.000924560451448479,1,0.99814453125,1,0.000486978889903876,0,0.0015625,0,0.999998558464121,0,0.0015625,0,0.999999278104
CHE,2003,CVP,1,0.29677734375,0,0.797369968865615,1,0.32646484375,0,0.749733516947463,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2003,Green,1,0.99072265625,0,0.121748787885478,1,0.98701171875,0,0.133106928157426,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2007,EVP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CHE,2007,LP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CHE,2007,SOL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CHE,2007,SVP,0,0.0015625,0,0.999999999798209,0,0.0015625,0,0.999999998937723,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2007,SP,0,0.0015625,0,0.999999783956418,0,0.0109375,0,0.995331037667862,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2007,FDP,1,0.99814453125,1,2.14729890949631e-05,1,0.99814453125,1,6.20723780280586e-05,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2007,CVP,1,0.99814453125,1,1.21552780097574e-31,1,0.99814453125,1,7.26643920713114e-15,0,0.0015625,0,0.999978527010905,0,0.0015625,0,0.999997020854401
CHE,2007,Green,1,0.34130859375,0,0.78963351115582,1,0.99814453125,0,0.0668901691640115,0,0.0015625,0,1,0,0.0015625,0,0.999999999999993
CHE,2011,SVP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2011,SP,1,0.99814453125,1,2.30339093175636e-05,1,0.99814453125,1,8.19147344660355e-06,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2011,FDP,1,0.99814453125,1,2.24554065663905e-05,1,0.99814453125,1,0.00064945478768259,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2011,CVP,1,0.99814453125,1,6.8938046134167e-11,1,0.99814453125,1,1.92467842678617e-06,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2011,Green,1,0.99814453125,0,0.125281974720624,1,0.99814453125,1,0.0483844790283818,0,0.0015625,0,1,0,0.0015625,0,1
CHE,2011,GLP,1,0.99814453125,1,4.49513166661522e-18,1,0.99814453125,1,5.18450134597659e-16,0,0.0015625,0,0.99999999998322,0,0.0015625,0,0.999999999924966
CHE,2011,BDP,1,0.99814453125,1,2.1677901267106e-05,1,0.99814453125,1,0.00056398048673982,0,0.0015625,0,1,0,0.0015625,0,1
